"Kod";"Nazwa";"wypadki ogółem;1999;[szt.]";"wypadki ogółem;2000;[szt.]";"wypadki ogółem;2001;[szt.]";"wypadki ogółem;2002;[szt.]";"wypadki ogółem;2003;[szt.]";"wypadki ogółem;2004;[szt.]";"wypadki ogółem;2005;[szt.]";"wypadki ogółem;2006;[szt.]";"wypadki ogółem;2007;[szt.]";"wypadki ogółem;2008;[szt.]";"wypadki ogółem;2009;[szt.]";"wypadki ogółem;2010;[szt.]";"wypadki ogółem;2011;[szt.]";"wypadki ogółem;2012;[szt.]";"wypadki ogółem;2013;[szt.]";"wypadki ogółem;2014;[szt.]";"wypadki ogółem;2015;[szt.]";"wypadki ogółem;2016;[szt.]";"wypadki ogółem;2017;[szt.]";"wypadki ogółem;2018;[szt.]";"wypadki ogółem;2019;[szt.]";"wypadki ogółem;2020;[szt.]";"wypadki ogółem;2021;[szt.]";"wypadki ogółem;2022;[szt.]";"wypadki ogółem;2023;[szt.]";"wypadki ogółem;2024;[szt.]";
1434093;"Radzymin (3)";;;;;;;;;;;;;;;;;;;;;;;;;17;13;
1434102;"Strachówka (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
1434113;"Tłuszcz (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;4;
1434123;"Wołomin (3)";;;;;;;;;;;;;;;;;;;;;;;;;9;16;
1435000;"Powiat wyszkowski";;;;;;;;;;;;;122;115;98;96;88;89;92;81;87;71;68;63;53;61;
1435012;"Brańszczyk (2)";;;;;;;;;;;;;;;;;;;;;;;;;9;8;
1435022;"Długosiodło (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;6;
1435032;"Rząśnik (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;3;
1435042;"Somianka (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;7;
1435053;"Wyszków (3)";;;;;;;;;;;;;;;;;;;;;;;;;28;32;
1435062;"Zabrodzie (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;5;
1436000;"Powiat zwoleński";;;;;;;;;;;;;52;33;38;32;35;48;40;47;35;30;35;40;33;27;
1436012;"Kazanów (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;3;
1436022;"Policzna (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;4;
1436032;"Przyłęk (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;6;
1436042;"Tczów (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;0;
1436053;"Zwoleń (3)";;;;;;;;;;;;;;;;;;;;;;;;;18;14;
1437000;"Powiat żuromiński";;;;;;;;;;;;;27;20;29;24;23;28;26;23;23;16;14;16;24;13;
1437013;"Bieżuń (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;0;
1437022;"Kuczbork-Osada (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;1;
1437033;"Lubowidz (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;3;
1437042;"Lutocin (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;1;
1437052;"Siemiątkowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
1437063;"Żuromin (3)";;;;;;;;;;;;;;;;;;;;;;;;;8;7;
1438000;"Powiat żyrardowski";;;;;;;;;;;;;63;80;77;66;85;98;65;81;102;74;68;61;47;41;
1438011;"Żyrardów (1)";;;;;;;;;;;;;;;;;;;;;;;;;17;18;
1438023;"Mszczonów (3)";;;;;;;;;;;;;;;;;;;;;;;;;11;7;
1438032;"Puszcza Mariańska (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;4;
1438042;"Radziejowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;8;
1438053;"Wiskitki (3)";;;;;;;;;;;;;;;;;;;;;;;;;8;4;
1461000;"Powiat m. Ostrołęka";;;;;;;;;;;;;43;43;38;40;34;41;31;24;20;13;21;16;21;21;
1461011;"Ostrołęka (1)";;;;;;;;;;;;;;;;;;;;;;;;;21;21;
1462000;"Powiat m. Płock";;;;;;;;;;;;;188;154;161;177;113;130;105;90;85;77;50;45;55;72;
1462011;"Płock (1)";;;;;;;;;;;;;;;;;;;;;;;;;55;72;
1463000;"Powiat m. Radom";;;;;;;;;;;;;281;160;259;244;245;234;265;266;278;172;169;188;240;237;
1463011;"Radom (1)";;;;;;;;;;;;;;;;;;;;;;;;;240;237;
1464000;"Powiat m. Siedlce";;;;;;;;;;;;;34;32;30;31;31;26;52;62;50;37;56;44;33;19;
1464011;"Siedlce (1)";;;;;;;;;;;;;;;;;;;;;;;;;33;19;
1465000;"Powiat m. st. Warszawa";;;;;;;;;;;;;1042;969;1186;1111;962;917;1072;1102;892;641;702;752;610;683;
1465011;"M.st.Warszawa od 2002 (1)";;;;;;;;;;;;;;;;;;;;;;;;;610;683;
1600000;"OPOLSKIE";;1632;1440;1366;1348;1191;1013;1048;1087;1043;912;836;836;797;791;738;710;754;700;705;614;488;537;438;464;494;
1601000;"Powiat brzeski";;;;;;;;;;;;;62;52;51;51;45;48;43;40;46;39;41;30;22;25;
1601011;"Brzeg (1)";;;;;;;;;;;;;;;;;;;;;;;;;6;9;
1601022;"Skarbimierz (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;4;
1601033;"Grodków (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;4;
1601043;"Lewin Brzeski (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;4;
1601052;"Lubsza (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
1601062;"Olszanka (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
1602000;"Powiat głubczycki";;;;;;;;;;;;;29;28;18;15;16;17;25;18;25;16;19;17;25;19;
1602013;"Baborów (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
1602022;"Branice (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
1602033;"Głubczyce (3)";;;;;;;;;;;;;;;;;;;;;;;;;15;7;
1602043;"Kietrz (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;7;
1603000;"Powiat kędzierzyńsko-kozielski";;;;;;;;;;;;;31;35;34;43;36;35;33;32;29;24;39;30;34;28;
1603011;"Kędzierzyn-Koźle (1)";;;;;;;;;;;;;;;;;;;;;;;;;20;17;
1603022;"Bierawa (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;3;
1603032;"Cisek (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
1603042;"Pawłowiczki (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
1603052;"Polska Cerekiew (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
1603062;"Reńska Wieś (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
1604000;"Powiat kluczborski";;;;;;;;;;;;;43;34;29;38;34;37;40;41;32;22;36;21;24;27;
1604013;"Byczyna (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
1604023;"Kluczbork (3)";;;;;;;;;;;;;;;;;;;;;;;;;14;16;
1604032;"Lasowice Wielkie (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;5;
1604043;"Wołczyn (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;4;
1605000;"Powiat krapkowicki";;;;;;;;;;;;;29;28;31;30;37;41;36;39;42;33;23;30;24;26;
1605013;"Gogolin (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;4;
1605023;"Krapkowice (3)";;;;;;;;;;;;;;;;;;;;;;;;;9;15;
1605032;"Strzeleczki (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;;
1605033;"Strzeleczki (3)";;;;;;;;;;;;;;;;;;;;;;;;;;1;
1605042;"Walce (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;1;
1605053;"Zdzieszowice (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;5;
1606000;"Powiat namysłowski";;;;;;;;;;;;;33;33;36;29;23;18;19;20;17;15;19;8;10;22;
1606012;"Domaszowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;3;
1606023;"Namysłów (3)";;;;;;;;;;;;;;;;;;;;;;;;;7;16;
1606032;"Pokój (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
1606042;"Świerczów (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
1606052;"Wilków (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
1607000;"Powiat nyski";;;;;;;;;;;;;109;93;91;74;103;111;93;94;88;49;61;30;35;52;
1607013;"Głuchołazy (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;10;
1607022;"Kamiennik (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
1607033;"Korfantów (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;5;
1607042;"Łambinowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
1607053;"Nysa (3)";;;;;;;;;;;;;;;;;;;;;;;;;16;21;
1607063;"Otmuchów (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
1607073;"Paczków (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;4;
1607082;"Pakosławice (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
1607092;"Skoroszyce (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;4;
1608000;"Powiat oleski";;;;;;;;;;;;;36;40;38;38;53;51;43;58;45;36;32;22;25;34;
1608013;"Dobrodzień (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;6;
1608023;"Gorzów Śląski (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;5;
1608033;"Olesno (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;5;
1608043;"Praszka (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;8;
1608052;"Radłów (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
1608062;"Rudniki (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;5;
1608072;"Zębowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
1609000;"Powiat opolski";;;;;;;;;;;;;205;196;198;161;156;174;161;119;99;96;110;80;90;91;
1609012;"Chrząstowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;4;
1609022;"Dąbrowa (2)";;;;;;;;;;;;;;;;;;;;;;;;;10;7;
1609032;"Dobrzeń Wielki (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;9;
1609042;"Komprachcice (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;5;
1609052;"Łubniany (2)";;;;;;;;;;;;;;;;;;;;;;;;;11;8;
1609062;"Murów (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;4;
1609073;"Niemodlin (3)";;;;;;;;;;;;;;;;;;;;;;;;;14;8;
1609083;"Ozimek (3)";;;;;;;;;;;;;;;;;;;;;;;;;14;8;
1609092;"Popielów (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;4;
1609103;"Prószków (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;16;
1609112;"Tarnów Opolski (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
1609123;"Tułowice (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
1609132;"Turawa (2)";;;;;;;;;;;;;;;;;;;;;;;;;9;12;
1610000;"Powiat prudnicki";;;;;;;;;;;;;34;28;26;24;22;20;30;32;29;24;28;27;22;22;
1610013;"Biała (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;9;
1610023;"Głogówek (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;4;
1610032;"Lubrza (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;4;
1610043;"Prudnik (3)";;;;;;;;;;;;;;;;;;;;;;;;;10;5;
1611000;"Powiat strzelecki";;;;;;;;;;;;;49;46;55;57;35;45;31;45;38;43;26;38;23;14;
1611012;"Izbicko (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
1611022;"Jemielnica (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
1611033;"Kolonowskie (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
1611043;"Leśnica (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
1611053;"Strzelce Opolskie (3)";;;;;;;;;;;;;;;;;;;;;;;;;13;5;
1611063;"Ujazd (3)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
1611073;"Zawadzkie (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
1661000;"Powiat m. Opole";;;;;;;;;;;;;176;184;184;178;150;157;146;167;124;91;103;105;130;134;
1661011;"Opole (1)";;;;;;;;;;;;;;;;;;;;;;;;;130;134;
1800000;"PODKARPACKIE";;2336;2294;2250;2229;2380;2244;2223;2278;2356;2176;1961;2110;1808;1807;1751;1703;1682;1710;1481;1481;1167;1222;1062;1193;1015;
1801000;"Powiat bieszczadzki";;;;;;;;;;;;;19;18;16;8;10;13;11;14;11;6;8;10;15;10;
1801032;"Czarna (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
1801052;"Lutowiska (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;3;
1801083;"Ustrzyki Dolne (3)";;;;;;;;;;;;;;;;;;;;;;;;;12;5;
1802000;"Powiat brzozowski";;;;;;;;;;;;;45;44;31;12;11;10;11;11;18;11;34;21;35;15;
1802013;"Brzozów (3)";;;;;;;;;;;;;;;;;;;;;;;;;11;6;
1802022;"Domaradz (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
1802032;"Dydnia (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;3;
1802042;"Haczów (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;1;
1802052;"Jasienica Rosielna (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
1802062;"Nozdrzec (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;2;
1803000;"Powiat dębicki";;;;;;;;;;;;;192;166;216;130;115;113;96;81;87;69;73;50;59;48;
1803011;"Dębica (1)";;;;;;;;;;;;;;;;;;;;;;;;;19;20;
1803023;"Brzostek (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;9;
1803032;"Czarna (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;4;
1803042;"Dębica (2)";;;;;;;;;;;;;;;;;;;;;;;;;17;9;
1803052;"Jodłowa (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
1803063;"Pilzno (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;4;
1803072;"Żyraków (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;1;
1804000;"Powiat jarosławski";;;;;;;;;;;;;93;52;47;32;40;34;39;37;31;17;37;37;35;34;
1804011;"Jarosław (1)";;;;;;;;;;;;;;;;;;;;;;;;;12;8;
1804021;"Radymno (1)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
1804032;"Chłopice (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;3;
1804042;"Jarosław (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
1804052;"Laszki (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
1804062;"Pawłosiów (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;4;
1804073;"Pruchnik (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
1804082;"Radymno (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;3;
1804092;"Rokietnica (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
1804102;"Roźwienica (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
1804112;"Wiązownica (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;7;
1805000;"Powiat jasielski";;;;;;;;;;;;;60;68;76;64;79;87;60;71;70;48;51;40;55;47;
1805011;"Jasło (1)";;;;;;;;;;;;;;;;;;;;;;;;;19;20;
1805022;"Brzyska (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;3;
1805032;"Dębowiec (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;6;
1805042;"Jasło (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;2;
1805053;"Kołaczyce (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;5;
1805062;"Krempna (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
1805072;"Nowy Żmigród (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
1805082;"Osiek Jasielski (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;4;
1805092;"Skołyszyn (2)";;;;;;;;;;;;;;;;;;;;;;;;;8;5;
1805112;"Tarnowiec (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;0;
1806000;"Powiat kolbuszowski";;;;;;;;;;;;;61;43;38;35;45;27;25;38;37;36;30;18;25;24;
1806012;"Cmolas (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;5;
1806023;"Kolbuszowa (3)";;;;;;;;;;;;;;;;;;;;;;;;;9;11;
1806032;"Majdan Królewski (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;2;
1806042;"Niwiska (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
1806052;"Raniżów (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
1806062;"Dzikowiec (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
1807000;"Powiat krośnieński";;;;;;;;;;;;;61;56;58;73;61;50;26;30;50;31;38;41;40;19;
1807012;"Chorkówka (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;1;
1807023;"Dukla (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;3;
1807033;"Iwonicz-Zdrój (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
1807043;"Jedlicze (3)";;;;;;;;;;;;;;;;;;;;;;;;;8;3;
1807052;"Korczyna (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
1807062;"Krościenko Wyżne (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
1807072;"Miejsce Piastowe (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
1807083;"Rymanów (3)";;;;;;;;;;;;;;;;;;;;;;;;;9;2;
1807092;"Wojaszówka (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
1807102;"Jaśliska (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
1808000;"Powiat leżajski";;;;;;;;;;;;;20;18;46;29;22;15;13;17;16;13;25;18;33;28;
1808011;"Leżajsk (1)";;;;;;;;;;;;;;;;;;;;;;;;;4;9;
1808022;"Grodzisko Dolne (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;3;
1808032;"Kuryłówka (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
1808042;"Leżajsk (2)";;;;;;;;;;;;;;;;;;;;;;;;;11;10;
1808053;"Nowa Sarzyna (3)";;;;;;;;;;;;;;;;;;;;;;;;;15;4;
1809000;"Powiat lubaczowski";;;;;;;;;;;;;22;12;19;10;13;18;18;15;15;9;12;4;3;8;
1809011;"Lubaczów (1)";;;;;;;;;;;;;;;;;;;;;;;;;2;1;
1809023;"Cieszanów (3)";;;;;;;;;;;;;;;;;;;;;;;;;0;3;
1809053;"Narol (3)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
1809063;"Oleszyce (3)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
1809072;"Stary Dzików (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
1809082;"Wielkie Oczy (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
1810000;"Powiat łańcucki";;;;;;;;;;;;;65;62;69;57;52;67;43;44;41;38;46;38;51;33;
1810011;"Łańcut (1)";;;;;;;;;;;;;;;;;;;;;;;;;13;7;
1810022;"Białobrzegi (2)";;;;;;;;;;;;;;;;;;;;;;;;;8;6;
1810032;"Czarna (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;5;
1810042;"Łańcut (2)";;;;;;;;;;;;;;;;;;;;;;;;;11;8;
1810052;"Markowa (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;5;
1810062;"Rakszawa (2)";;;;;;;;;;;;;;;;;;;;;;;;;8;1;
1810072;"Żołynia (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
1811000;"Powiat mielecki";;;;;;;;;;;;;63;71;81;96;51;59;67;57;73;69;56;53;53;59;
1811011;"Mielec (1)";;;;;;;;;;;;;;;;;;;;;;;;;22;26;
1811022;"Borowa (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
1811032;"Czermin (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
1811042;"Gawłuszowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
1811052;"Mielec (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;5;
1811062;"Padew Narodowa (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
1811073;"Przecław (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;6;
1811083;"Radomyśl Wielki (3)";;;;;;;;;;;;;;;;;;;;;;;;;9;8;
1811092;"Tuszów Narodowy (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
1811102;"Wadowice Górne (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
1812000;"Powiat niżański";;;;;;;;;;;;;82;75;73;70;75;87;68;57;55;40;44;29;24;30;
1812012;"Harasiuki (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;4;
1812022;"Jarocin (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;5;
1812032;"Jeżowe (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
1812042;"Krzeszów (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
1812053;"Nisko (3)";;;;;;;;;;;;;;;;;;;;;;;;;13;8;
1812063;"Rudnik nad Sanem (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;7;
1812073;"Ulanów (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;4;
1813000;"Powiat przemyski";;;;;;;;;;;;;31;17;26;19;20;18;22;19;13;11;17;19;15;18;
1813012;"Bircza (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;;
1813013;"Bircza (3)";;;;;;;;;;;;;;;;;;;;;;;;;;2;
1813023;"Dubiecko (3)";;;;;;;;;;;;;;;;;;;;;;;;;0;3;
1813032;"Fredropol (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;0;
1813042;"Krasiczyn (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
1813052;"Krzywcza (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
1813062;"Medyka (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
1813072;"Orły (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
1813082;"Przemyśl (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
1813102;"Żurawica (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;4;
1814000;"Powiat przeworski";;;;;;;;;;;;;118;107;75;88;94;76;68;80;58;45;32;35;35;40;
1814011;"Przeworsk (1)";;;;;;;;;;;;;;;;;;;;;;;;;13;13;
1814022;"Adamówka (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
1814032;"Gać (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
1814042;"Jawornik Polski (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;;
1814043;"Jawornik Polski (3)";;;;;;;;;;;;;;;;;;;;;;;;;;1;
1814053;"Kańczuga (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;5;
1814062;"Przeworsk (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;8;
1814073;"Sieniawa (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
1814082;"Tryńcza (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;2;
1814092;"Zarzecze (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
1815000;"Powiat ropczycko-sędziszowski";;;;;;;;;;;;;96;76;66;56;49;60;64;47;40;20;23;23;26;23;
1815012;"Iwierzyce (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
1815022;"Ostrów (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
1815033;"Ropczyce (3)";;;;;;;;;;;;;;;;;;;;;;;;;10;4;
1815043;"Sędziszów Małopolski (3)";;;;;;;;;;;;;;;;;;;;;;;;;10;10;
1815052;"Wielopole Skrzyńskie (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;5;
1816000;"Powiat rzeszowski";;;;;;;;;;;;;290;232;225;235;250;241;299;175;173;178;191;156;163;136;
1816011;"Dynów (1)";;;;;;;;;;;;;;;;;;;;;;;;;5;4;
1816023;"Błażowa (3)";;;;;;;;;;;;;;;;;;;;;;;;;10;11;
1816033;"Boguchwała (3)";;;;;;;;;;;;;;;;;;;;;;;;;20;11;
1816042;"Chmielnik (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;2;
1816052;"Dynów (2)";;;;;;;;;;;;;;;;;;;;;;;;;9;3;
1816063;"Głogów Małopolski (3)";;;;;;;;;;;;;;;;;;;;;;;;;18;23;
1816072;"Hyżne (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;5;
1816082;"Kamień (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;7;
1816092;"Krasne (2)";;;;;;;;;;;;;;;;;;;;;;;;;13;4;
1816102;"Lubenia (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
1816113;"Sokołów Małopolski (3)";;;;;;;;;;;;;;;;;;;;;;;;;28;20;
1816122;"Świlcza (2)";;;;;;;;;;;;;;;;;;;;;;;;;14;5;
1816132;"Trzebownisko (2)";;;;;;;;;;;;;;;;;;;;;;;;;21;25;
1816143;"Tyczyn (3)";;;;;;;;;;;;;;;;;;;;;;;;;12;13;
1817000;"Powiat sanocki";;;;;;;;;;;;;56;41;31;44;29;32;38;35;40;34;24;31;32;32;
1817011;"Sanok (1)";;;;;;;;;;;;;;;;;;;;;;;;;8;13;
1817022;"Besko (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;3;
1817032;"Bukowsko (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
1817042;"Komańcza (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
1817052;"Sanok (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
1817062;"Tyrawa Wołoska (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
1817073;"Zagórz (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;6;
1817082;"Zarszyn (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;3;
1818000;"Powiat stalowowolski";;;;;;;;;;;;;83;68;74;104;94;100;119;97;82;68;79;69;71;60;
1818011;"Stalowa Wola (1)";;;;;;;;;;;;;;;;;;;;;;;;;41;35;
1818022;"Bojanów (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
1818032;"Pysznica (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
1818042;"Radomyśl nad Sanem (2)";;;;;;;;;;;;;;;;;;;;;;;;;9;6;
1818053;"Zaklików (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;8;
1818062;"Zaleszany (2)";;;;;;;;;;;;;;;;;;;;;;;;;10;7;
1819000;"Powiat strzyżowski";;;;;;;;;;;;;70;68;55;38;48;32;60;79;57;52;54;37;41;39;
1819012;"Czudec (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;10;
1819022;"Frysztak (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;5;
1819032;"Niebylec (2)";;;;;;;;;;;;;;;;;;;;;;;;;10;9;
1819043;"Strzyżów (3)";;;;;;;;;;;;;;;;;;;;;;;;;14;12;
1819052;"Wiśniowa (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;3;
1820000;"Powiat tarnobrzeski";;;;;;;;;;;;;47;42;27;34;47;48;49;53;64;53;36;38;43;27;
1820013;"Baranów Sandomierski (3)";;;;;;;;;;;;;;;;;;;;;;;;;14;3;
